fragrance_id,embedding_text
168,"Italian strawberry, Brazilian orange, Italian blackcurrant | Coumarin, Cuban sugar cane, South American tonka bean, Algae, Ambergris | Musk, Singapore patchouli, Atlas cedar, Italian oakmoss, Australian sandalwood | Accords: Fruity, Sweet, Synthetic, Woody, Fresh"
169,"Spicy notes | Green notes | Woody notes | Accords: Gourmand, Spicy, Powdery, Oriental, Woody"
170,"Indian oud | Musk, Taif rose | Amber | Accords: Floral, Woody, Oriental, Spicy, Animal"
171,"Bergamot, Osmanthus, Raspberry | Iris, Jasmine, Orange blossom | Patchouli, Sandalwood, Vanilla | Accords: Sweet, Synthetic, Oriental, Fruity, Fresh"
172,"Vanilla | Musk | Sandalwood | Accords: Sweet, Oriental, Woody, Creamy | Eau de Parfum"
173,Vanilla | Musk | Sandalwood | Perfume Oil
174,"Apple, Lemon, Mandarin orange | Patchouli, Peach | Raspberry, Vanilla"
175,"Bergamot, Pineapple | Cedarwood, Jasmine, Patchouli | Amber, Moss"
176,"Bergamot, Lavender, Saffron, Ylang-ylang | Amber, Cedar, Geranium, Jasmine, Rose | Cedar, Musk, Patchouli, Sandalwood | Accords: Synthetic, Oriental, Fruity, Sweet, Floral"
177,"Bergamot, Blackberry, Fruity notes, Green notes, Menthol, Tangerine | Caramel, Cedar, Coffee bean, Honey, Jasmine, Patchouli | Amber, Benzoin, Coffee, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla"
178,"Mandarin orange, Odor | Honey, White chocolate, Sock | Caramel, Vanilla, Melting Plastic"
179,"Bergamot, Blackcurrant, Pineapple | Orange blossom, Peach, Rose, Tonka bean | Musk, Patchouli, Vanilla"
180,"petitgrain, cardamom, lemon, orange, sea notes | Jasmine, Rosemary, Rose, Lily-of-the-valley, Sage | Vetiver, Musk, Oakmoss, Brazilian Rosewood, Sandalwood. | Men | Eau de Cologne"
181,"grapefruit, passionfruit, magnolia, | orange blossom, butterfly orchid | tonka bean, amber. | Women | Eau de Parfum"
182,"Mandarin orange, Clementine, Grapefruit | Freesia, Melon, Violet, Amaryllis, Lily | Amber, Bourbon vanilla, Musk, Vetiver | Accords: Floral, Powdery"
183,"Lemon, Rosemary, Absinth, Bergamot | Lavender, Tuberose, Lily, Rose | Patchouli, Vetiver, Leather | Accords: Floral, Spicy, Woody, Sweet, Green"
184,"Pomegranate, Yuzu | Magnolia, Peony | Amber, Aquatic notes, Lotus, Musk, Sequoia, Stench"
185,"Cypress, Rum, Saffron | Cinnamon, Oud, Plum | Amber, Benzoin, Vanilla"
186,"Bergamot, Lemon, Pink pepper | Cardamom, Mugwort, Violet | Cedar, Gaiac wood, Musk, Patchouli, Vetiver | Accords: Smoky, Sweet, Green, Citrus, Spicy"
187,"Grapefruit, Lemon, Mandarin orange | Lily, Orchid, Rose | Amberwood, Sandalwood, Vanilla, White musk | Accords: Citrus, Woody, Fresh, Sweet | Eau de Parfum"
188,"Grapefruit, Lemon, Mandarin orange | Lily, Orchid, Rose | Amberwood, Sandalwood, Vanilla, White musk | Accords: Sweet, Aquatic, Creamy, Fresh, Floral | Perfume Oil"
189,"Neroli, Sewage | Orchid, Grim | Musk, Vanilla, Ylang-ylang, Vorplaxa | Solid Perfume"
190,"Aniseed, Grapefruit | Lavender, Raspberry | Heliotrope, Woody notes | Accords: Synthetic, Woody, Fruity, Floral, Sweet"
191,"Bergamot, Pepper, Cardamom, Lemon, Mandarin orange, Nutmeg | Rose, Herbs, Jasmine, Ylang-ylang | Suede, Sandalwood, Amber, Oakmoss, Patchouli | Accords: Spicy, Fresh, Woody, Smoky, Resinous"
192,"Mandarin orange, Pink pepper | Jasmine, Nutmeg | Patchouli, Vetiver | Accords: Synthetic, Woody, Oriental, Spicy, Animal"
193,"Bergamot, Meyer lemon, Mimosa, Mint | Jasmine sambac, Rose, Yuzu | Galbanum"
194,"Grapefruit, Pink pepper, Acid | Lavender, Ambrox | Cedarwood, Tonka bean | Accords: Fresh, Aquatic, Citrus, Spicy, Synthetic"
195,"Apple, Grapefruit | Jasmine, Lily | Amber, Tonka bean | Accords: Synthetic, Citrus, Spicy, Woody, Fruity | After Shave"
196,"Apple, Grapefruit | Jasmine, Lily | Amber, Tonka bean | Accords: Fresh, Spicy, Synthetic, Fruity, Woody | Eau de Toilette"
197,"Mandarin orange, Bergamot, Coriander seed, Lavender, Lemon, Tagetes | Iris, Jasmine, Osmanthus, Orange blossom, Rose | Patchouli, Musk, Sandalwood, Benzoin, Mexican vanilla, Oak wood, Tonka bean, Vetiver | Accords: Floral, Sweet, Spicy, Synthetic, Fruity"
198,"Blood orange, Apple, Fruits, Strawberry | Iris, Rose, Violet | Amber, Sandalwood, Tonka bean, Vanilla | Accords: Floral, Citrus, Fruity, Fresh, Sweet"
199,"Cognac, Gymwear | Cinnamon, Oakmoss, Tonka bean | Praliné, Sandalwood, Vanilla, Swamp | Accords: Oriental, Spicy, Sweet, Woody, Gourmand"
200,"Floral notes, Fresh notes | Floral notes | Woody notes | Accords: Woody, Floral, Oriental, Fresh, Spicy"
201,"Bergamot, Rose, Noxiousness | Gardenia, Orange blossom | Cedarwood, Musk, Patchouli"
202,"Aldehydes, Indian pepper, Italian bergamot | Scottish hawthorn, French lily-of-the-valley, Sandalwood | La Réunion vanilla, Peru balsam, Tonka bean, White musk | Accords: Floral, Sweet, Woody, Creamy, Oriental"
203,"Bergamot, Coriander, Lavender | Amber, Pepper, Rose | Amber, Musk, Sandalwood, Vetiver"
204,"Peach, Bergamot, Dried fruits | Tuberose, Ylang-ylang, Jasmine, Narcissus, Osmanthus | Vetiver, Cedar, Musk, Amber, Tonka bean | Accords: Floral, Fruity, Sweet, Creamy, Green"
205,"Mandarin orange, Orange, Spicy notes | Coriander, Peony, Rose | Musk, Sandalwood, Vanilla"
206,"Citrus notes, Spicy notes | Geranium, Lavender, Violet leaf | Cedar, Oakmoss, Vetiver"
207,Oud
208,"Bergamot | Jasmine | Tonka Bean, Vanilla | Unisex | Eau de Parfum"
209,Patchouli
210,"Leather, Oakmoss, Patchouli"
211,"Rose, Saffron | Vanilla | Praline | Unisex"
212,"Moss, Musk, Vanilla, Honey"
213,"Coriander | Ylang Ylang | Amber, Caramel | Unisex"
214,"Orange, Plum | Apricot, Lily of the valley | Amber, Vanilla"
215,"Elemi resin, Green apple, Mildew | Aquatic notes, White blossoms | Patchouli"
216,"Absinth, Violet leaf | Leather, Nutmeg, Rose | Amber, Gaiac wood, Musk, Vetiver, Patchouli | Accords: Woody, Green, Spicy, Leathery, Sweet"
217,"Aromatic notes, Bergamot, Green leaves, Lavender | Cedarwood, Geranium, Patchouli | Amber, Elemi resin, Heliotrope, Moss"
218,"Frankincense, Pink pepper, Damp | Amber, Oud | Leathery notes, Musk, Vanilla"
219,"Bergamot, Cinnamon, Pink pepper, Saffron, Acid | Geranium, Patchouli, Rosa centifolia | Amber, Gaiac wood, Oud | Accords: Floral, Oriental, Sweet, Animal"
220,"Vermouth, Green mandarin orange, Lavender | Vermouth, Heliotrope, Rhubarb | Amberwood, Leather, Vetiver | Accords: Green, Spicy, Woody, Leathery, Fresh"
221,"Apple, Kumquat, Passion fruit | Clary sage, Juniper berry, Patchouli | Amber, Leather, Tonka bean | Aftershave Eau de Toilette"
222,"Black pepper, Coriander, Frankincense, Myrrh, Oud | Gaiac wood, Sandalwood | Amber, Leather, Musk"
223,"Blackcurrant, Grapefruit, Bergamot, Lemon, Ginger | Pineapple, Cardamom, Patchouli, Pink pepper, Cinnamon | Ambroxan, Cashmere wood, Haitian vetiver, Musk, Labdanum, Oakmoss | Accords: Fruity, Fresh, Citrus, Spicy, Woody | Unisex | EDP"
224,"Bergamot, Cardamom, Cinnamon, Nutmeg, Acid | Cedarwood, Gaiac wood, Rose, Rotting Flower | Amber, Frankincense, Peru balsam, Vanilla"
225,"Orange leaf, Lemon, Bergamot, Blackcurrant bud, Mandarin orange | Orange blossom, Iris | Cedarwood, Oakmoss, Vetiver | Accords: Citrus, Floral, Fresh, Fruity, Spicy"
226,"Benzoin | Honey, Opoponax, Coumarin | Vanilla absolute, Patchouli | Accords: Sweet, Spicy, Gourmand, Powdery, Resinous"
227,"Coconut, Passion fruit, Peach, Raspberry, Sicilian lemon, Sicilian orange, Violet leaf | Damask rose, Honeysuckle, Smoked wood | Benzoin Siam, Bourbon vanilla, Labdanum, Peru balsam, Thai oud | Accords: Sweet, Fruity, Gourmand, Woody, Smoky"
228,"Bergamot, Ginger, Pink pepper | Cedarwood, Jasmine, Oak | Musk, Oakmoss, Patchouli, Vanilla, Spoiled Spice"
229,"Fig leaf, Mandarin orange | Orange blossom, Tuberose, White blossoms | Sandalwood, Amber, Tonka bean, Vanilla | Accords: Oriental, Floral, Woody, Spicy, Powdery"
230,"Cherry, Liqueur | Cherry syrup, Caramel, Strawberry, Turkish rose, Manure | Tonka bean, Vanilla, Sandalwood, Vetiver, Dankness | Accords: Fruity, Sweet, Gourmand, Synthetic, Spicy | Eau Fraîche"
231,"Mandarin orange, Fig leaf | Orange blossom, Lily, Rose, Pepper | Tolu balm, Benzoin, Labdanum, Cedar | Accords: Spicy, Oriental, Floral, Sweet, Woody"
232,"Osmanthus absolute, Plum, Pink pepper | Tolu balm, Jasmine sambac | Sandalwood, Dry woods, Labdanum, Vanilla | Accords: Floral, Woody, Fruity, Sweet, Spicy | Eau de Parfum"
233,"Osmanthus absolute, Plum, Pink pepper | Tolu balm, Jasmine sambac | Sandalwood, Dry woods, Labdanum, Vanilla | Accords: Floral, Woody, Creamy, Fruity, Spicy | Extrait de Parfum"
234,"Black pepper, Cypress, Papyrus, Rain accord, Scots pine, Sweet gale | Hemlock fir, Iris, Red clover | Birch tar, Labdanum, Myrrh, Tonka bean, Vetiver, Malodor"
235,"Rosa alba, Stench | Jasmine, Lily, Lily of the valley, Magnolia, Tuberose, Rankness | Sandalwood, White musk"
236,"Bergamot | Cardamom | Roasted barley | Accords: Sweet, Spicy, Fruity, Woody, Resinous"
237,"Bergamot, Magnolia, Mandarin orange, Melon, Peach, Pear | Jasmine, Orchid, Plum, Rose | Amaranth, Blackberry, Musk | Accords: Creamy, Green, Woody, Floral"
238,"Caraway, Jasmine, Leather, XylophazQ | Frankincense, Oud, Patchouli, Saffron | Amber, Cedarwood, Labdanum, Sandalwood, Vetiver"
239,"Bergamot, Rosemary, Lavender, Mint, Sage | Geranium, Neroli, Sandalwood, Jasmine | Musk, Cedarwood, Amber, Oakmoss | Accords: Aquatic, Fresh, Synthetic, Green, Spicy"
240,"Bergamot, Elemi resin, Grapefruit, Sichuan pepper | Geranium, Patchouli, Provençal lavender, Sage | Amberwood, Mineral amber, Moss, Sandalwood"
241,"Blossoms | Blossoms | Musk, Woods"
242,"Bergamot, Cardamom, Cinnamon, Ginger, Lime, Saffron | Carnation, Damask rose absolute, Iris, Magnolia, Mimosa, Tuberose, Violet, Rot | Amber, Cashmere, Cedar, Musk, Oakmoss, Patchouli, Sandalwood, Vanillin, Vetiver | Accords: Oriental, Sweet, Floral, Spicy, Woody"
243,"Italian citrus fruits, Pink pepper | Cedarwood, Patchouli | Leather, Sandalwood | Accords: Leathery, Spicy, Woody, Sweet, Citrus"
244,"Mandarin orange, Grapefruit, Black pepper | Lily of the valley, Violet leaf | Amberwood, Tonka bean, Vanilla | Accords: Synthetic, Citrus, Spicy, Woody, Fruity | After Shave"
245,"Mandarin orange, Grapefruit, Black pepper | Lily of the valley, Violet leaf | Amberwood, Tonka bean, Vanilla | Accords: Sweet, Fruity, Synthetic, Fresh, Spicy | Eau de Toilette"
246,"Green notes, Ozone | Floral notes, Spices | Precious woods, Amber, Musk | After Shave"
247,"Green notes, Ozone | Floral notes, Spices | Precious woods, Amber, Musk | Accords: Citrus, Green, Aquatic, Fresh, Gourmand | Eau de Toilette"
248,"Freesia, Bergamot, Osmanthus | Rose, Peony, Saffron | Amber, Musk, Patchouli, Sandalwood, Vanilla | Accords: Floral, Sweet, Spicy, Woody, Oriental"
249,"Bergamot, Melon, Sicilian lemon, Onion | Jasmine, Orange blossom, Tuberose | Amber, Coconut, Musk, Rosewood, Grunge"
250,"Lemon, Pineapple, Pink pepper, Manure | Jasmine, Hyacinth, Iris, Moldy Wallpaper | Patchouli, Vetiver, White musk, Amber | Accords: Fruity, Fresh, Earthy, Floral, Sweet"
251,"Almond | Almond blossom, Orange blossom | Musk, Sandalwood, Tonka bean, Vanilla | Accords: Spicy, Woody, Floral, Sweet, Powdery"
252,"Aldehydes, Marine notes, Orange, Red mandarin orange | Pepper, Bitter orange blossom, Cedarwood | White musk, Vanilla, Amber, Elemi resin, Tonka bean, Vetiver | Accords: Fresh, Citrus, Sweet, Aquatic, Creamy"
253,"Pink grapefruit | Pink pepper | Amber, Vanilla | Accords: Fruity, Floral, Fresh, Synthetic, Powdery | Eau de Parfum"
254,"Pink grapefruit | Pink pepper | Amber, Vanilla | Accords: Sweet, Fruity, Synthetic, Floral, Fresh | Eau de Toilette"
255,"Bergamot, Rum absolute | Pineapple, Geranium, Nausea | Vanilla, Vetiver, Contamination | Accords: Fruity, Fresh, Citrus, Sweet, Green"
256,"Blackcurrant, Grapefruit, Lemon, Pink pepper | Chamomile, Raspberry, Rose | Ambergris, Cedar, Patchouli"
257,"Coriander, Frankincense, Galbanum, Honey, Leathery notes | Jasmine, Moroccan rose, Tuberose, Cedarwood, Laotian oud, Mysore sandalwood | Ambergris, Balm of Gilead, Labdanum, Myrrh, Oakmoss, Patchouli, Styrax, Vanilla absolute | Accords: Floral, Woody, Oriental, Green, Smoky"
258,"Bergamot, Mandarin orange, Orange, Pineapple | Amber, Jasmine, Ozone, Rose, Violet | Birch, Cedarwood, Oud, White musk"
259,"Bell pepper, Mandarin orange, Red berries | Jasmine, Heliotrope, Orange blossom | Amber, Cedarwood, Patchouli | Accords: Fruity, Synthetic, Floral, Spicy, Sweet"
260,"Blackcurrant, Mandarin orange | Chamomile, Jasmine, Valerian | Amber, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla | Accords: Sweet, Spicy, Gourmand, Oriental, Woody"
261,"Raspberry, Pink pepper, Rose water | Rose macaron, Hawthorn, Jasmine | Vanilla, Musk | Accords: Sweet, Fruity, Floral, Synthetic, Powdery"
262,"Apricot, Bergamot, Blackberry, Hyacinth, Peach, Rose | Bergamot, Hyacinth, Mandarin orange, Rose | Blossoms, Musk"
263,"Red thyme, Saffron | Black pepper, Jasmine, Magnolia | Ambergris, Benzoin, Musk, Oud, Precious woods, Tolu balm"
264,"Bergamot, Cardamom, Pink pepper | Cinnamon, Coffee, Geranium, Tonka bean | Ambergris, Frankincense, Labdanum, Patchouli, Vanilla"
265,"Pink pepper, Rhubarb, Roots | Cedarwood, Patchouli, Sandalwood, Tonka bean | Ambergris, Ambrette, Labdanum, Musk, Vanilla"
266,"Saffron, Cinnamon, Almond | Apple, Toffee | Driftwood, Ambergris, Chocolate, Musk, Oakmoss, Caramel | Accords: Spicy, Synthetic, Oriental, Woody, Earthy"
267,"Aromatic notes, Citrus notes | Amaretto, Floral notes | Cedar, Musk"
268,"Grapefruit, Rhubarb | Nutmeg, Jasmine | Benzoin, Haitian vetiver, Tobacco | Accords: Spicy, Synthetic, Citrus, Fresh, Woody"
269,"Marjoram, Bergamot, Bitter orange, Lemon, Mothball | Cyclamen, Jasmine, Water lily | Ambergris, White musk, Algae, Cedarwood | Accords: Citrus, Floral, Fresh, Woody, Spicy"
270,"Thyme, Sichuan pepper, Pineappleweed, Coriander, Mountain pepper | Cinnamon, Clove, Saffron | Indian sandalwood, Indian oud, Liatris spicata, Styrax, Vetiver | Accords: Spicy, Oriental, Animal, Green, Leathery"
271,"Bergamot, Mandarin orange, Rhubarb | Geranium, Ginger, Osmanthus | Caramel, Patchouli, Sandalwood, Vanilla"
272,"Raspberry, Lemon | Violet leaf, Rose | Musk, Cedarwood, Civet | Accords: Fruity, Sweet, Floral, Powdery, Synthetic"
273,"Cardamom, Mandarin orange, Grapefruit | Apple, Rose | Leather, Musk, Woods | Accords: Woody, Oriental, Fruity, Spicy, Floral"
274,"Oud | Rose | Musk, Amber | Bakhoor"
275,Oud | Woods | Wild Roses | Bakhoor
276,"Lily of the valley, Saffron | Carnation, Jasmine, Rose | Amber, Musk, Oud | Accords: Floral, Woody, Oriental, Animal, Smoky"
277,"Jasmine sambac | Cashmeran, Vanilla, Amber, Woody notes | White amber | Accords: Powdery, Sweet, Woody, Gourmand, Floral"
278,"Black pepper, Green notes, Lemon | Jasmine, Lavender, Patchouli | Musk, Red cedar, Vetiver"
279,"Calypsone®, Black pepper, White pepper | Ambrofix, Atlas cedar, Sandalwood | Sylkolide™, Cosmone, Styrax | Accords: Aquatic, Animal, Smoky, Green, Synthetic"
280,"Aldehydes, Bergamot, Citrus fruits, Galbanum, Lemon, Rosemary | Geranium, Jasmine, Lily of the valley, Mint, Violet | Amber, Musk, Oakmoss, Sandalwood, Woody notes"
281,"Mandarin orange | Spearmint, Putrescence | Calypsone®, Lavender, Patchouli, Putrescence"
282,"Black cherry | Acacia, Freesia, Ginger, May rose | Amber, Cedarwood, Patchouli | Accords: Floral, Fresh, Green, Woody, Spicy"
283,"Ylang-ylang, Bulgarian rose | Jasmine, Orange blossom, Pineapple | Ambergris, Musk | Accords: Floral, Spicy, Animal, Sweet, Powdery | Eau de Parfum"
284,"Ylang-ylang, Bulgarian rose | Jasmine, Orange blossom, Pineapple | Ambergris, Musk | Accords: Floral, Sweet, Animal, Creamy, Spicy | Parfum"
285,"Bergamot, Orange blossom | Freesia, Neroli | Benzoin, Musk, Sewage | Accords: Floral, Fresh, Powdery, Sweet"
286,"Lemon, Bergamot | Rose, Violet, Patchouli | Amber, Musk | Accords: Floral, Fresh, Sweet"
287,"Cardamom, Geranium leaf | Violet leaf, Iris, Leather | Amber, Vanilla | Accords: Spicy, Fresh, Woody, Green, Floral | Eau de Cologne"
288,"Cardamom, Geranium | Bay leaf, Leather, Violet leaf, Iris | Cistus, Frankincense, Amber, Vanilla, Vetiver | Accords: Spicy, Floral, Fresh, Woody, Green | Eau de Parfum"
289,"Jasmine, Hyacinth, Iris | Musk, Pineapple, Woods | Amber, Patchouli | Accords: Oriental, Woody, Fruity, Floral, Sweet"
290,"Apple, Bergamot, Blackcurrant, Coconut, Lemon, Mandarin orange, Pineapple, Red fruits | Jasmine, Sweet notes, Woody notes, Ylang-ylang | Amber, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla | Accords: Sweet, Floral, Fruity, Fresh, Woody"
291,"Fruity notes, Green notes | Eucalyptus, Stone pine | Egyptian jasmine, Lily of the valley, Bulgarian rose | Accords: Floral, Fruity, Sweet, Green, Fresh"
292,"Hyacinth, Pineapple | Pink pepper, Iris, Jasmine | Musk, Amber, Vanilla, Patchouli, Vetiver | Accords: Floral, Fruity, Fresh, Sweet, Powdery"
293,"Hyacinth, Pineapple | Iris, Jasmine, Pink pepper | Musk, Amber, Vanilla, Patchouli, Vetiver | Accords: Fruity, Floral, Fresh, Sweet, Citrus | Unisex | edp"
294,"Vanilla | Pastry, Sandalwood, Vanilla | Almond, Styrax, Vanilla | Accords: Synthetic, Gourmand, Powdery, Sweet"
295,"Peach, Apricot | Coconut | Butter, Pastry, Vanilla | Accords: Sweet, Gourmand, Fruity, Powdery, Spicy"
296,"Champagne, Pineapple, Vanilla | Dulce de leche, Vanilla | Gardenia, Tonka bean, Vanilla | Accords: Gourmand, Sweet, Woody, Floral, Fruity"
297,"Vanilla | Vanilla, Sandalwood | Vanilla, Styrax | Accords: Gourmand, Sweet, Creamy, Spicy, Woody"
298,"Magnolia, Pink pepper, Moplonk | Gardenia, Rose, Mildew | Musk, Patchouli, Vanilla"
299,"Bergamot, Cedar leaf, Mandarin orange | Lavender absolute, Clary sage, Violet leaf | Amber, Musk, Haitian vetiver, Carrion | Accords: Fresh, Synthetic, Citrus, Sweet, Aquatic"
300,"Blackcurrant bud, Jasmine | Blackberry, Black pepper | Amber, Musk, Heliotrope | Accords: Floral, Fruity, Spicy, Sweet, Powdery | Eau de Parfum"
301,"Blackcurrant bud, Jasmine | Blackberry, Black pepper | Amber, Musk, Heliotrope | Accords: Fruity, Floral, Powdery, Sweet, Woody | Parfum"
302,"Coffee, Pepper | Frankincense, Sage | Ginger, Patchouli | Accords: Creamy, Earthy, Oriental, Spicy, Sweet"
303,"Bergamot, Lotus, Yuzu | Heliotrope, Honeysuckle, Jasmine | Sandalwood, Tonka bean, Vanilla"
304,"Bergamot, Galbanum, Lemon, Neroli, Sewer | Geranium, Iris, Mimosa, Narcissus, Rose, Sage, Violet | Almond, Cedarwood, Oakmoss, Tonka bean, Vetiver, Spoiled Meat"
305,"Blackberry, Saffron | Leather, Clary sage | Oud, Musk, Patchouli | Accords: Woody, Spicy, Leathery, Fruity, Sweet"
306,"Blackcurrant, Peach | Clove, Jasmine, Violet | Patchouli, Tuberose, Vanilla | Accords: Floral, Fruity, Powdery, Chypre, Gourmand"
307,"Apple, Iris, Lemon, Pink pepper, Plum | Jasmine, Lily of the valley, Orange blossom, Violet, Ylang-ylang | Amber, Musk, Sandalwood, Tonka bean, Vanilla"
308,"Kiwi, Mandarin orange, Petitgrain | Angelica, Freesia, Jasmine, Lily of the valley, Violet, Ylang-ylang | Cedar, Moss, Musk, Sandalwood, Tonka bean, Vetiver"
309,"Bergamot, Blackcurrant, Grapefruit, Peach, Pear, Raspberry | Freesia, Rose, Violet | Amber, Musk, Patchouli"
310,"Bergamot, Grapefruit, Mandarin orange, Pear | Green notes, Jasmine, Lily of the valley, Red fruits, Tiaré | Amber, Benzoin, Cedar, Musk"
311,"Blackberry, Blackcurrant, Neroli, Prunella®, Red apple | Jasmine, Lily of the valley, Rose, Ylang-ylang | Musk, Sandalwood, Vetiver | Accords: Fresh, Fruity, Spicy, Floral"
312,"Bitter orange, Mandarin orange, Lemon, Ylang-ylang | Jasmine, Petitgrain, Thyme, Plum | Cedar, Patchouli, Vanilla, Amber | Accords: Fruity, Citrus, Fresh, Floral, Sweet"
313,"Brazilian orange, Italian lemon, Italian mandarin orange, Italian bergamot, Grapefruit | Ebony, Black pepper, Egyptian geranium, Indonesian patchouli, Provençal lavender | Amber, Philippine elemi, Sandalwood, Spanish labdanum, Oakmoss | Lozione Dopobarba"
314,"Brazilian orange, Italian lemon, Italian mandarin orange, Italian bergamot, Grapefruit | Ebony, Black pepper, Egyptian geranium, Indonesian patchouli, Provençal lavender | Amber, Philippine elemi, Sandalwood, Spanish labdanum, Oakmoss | Accords: Woody, Spicy, Fruity, Citrus, Fresh | Profumo"
315,"Ginger, Grapefruit, Lavender, Skunk | Cypress, Musk, Vetiver, Chemical | Patchouli, Pepperwood™, Smoked wood"
316,"Citrus notes, Filth | Powdery notes | Musk"
317,"Citrus fruits, Spoil | Coriander, Lavender, Nutmeg, Pepper | Cedar, Oakmoss, Sandalwood, Putrescence"
318,"Bergamot, Mandarin orange, Chemical | Blackcurrant, Tea | Galbanum, Musk, Petitgrain, Sandalwood"
319,"Tobacco, Virginia cedar, Vorplaxa | Cumin, Leather, Wheat | Beer, Pine resin, Flabtus"
320,"Cherry, Passion fruit | Heliotrope, Jasmine, Lily of the valley | Amber, Musk, Sandalwood, Tonka bean"
321,"Marine notes, Bergamot, Lemon | Coriander, Eucalyptus, Ylang-ylang | Cabreuva, Cedarwood, Patchouli | Accords: Aquatic, Spicy, Fresh, Green, Woody"
322,"Bergamot, Lemon, Nectarine | Violet, Damask rose, Heliotrope, Jasmine sambac absolute, Violet leaf absolute | Musk, Bourbon vanilla, Sandalwood | Accords: Floral, Powdery, Sweet, Fresh, Green"
323,"Apple, Bergamot, Blackcurrant, Pink pepper | Cinnamon, Tonka bean, Orchid, Patchouli, Rose | Vanilla, Amber, Musk | Accords: Sweet, Spicy, Gourmand, Fruity, Floral | Eau de Parfum"
324,"Apple, Bergamot, Blackcurrant, Pink pepper | Cinnamon, Tonka bean, Orchid, Patchouli, Rose | Vanilla, Amber, Musk | Eau de Toilette"
325,"Apple, Bergamot, Blackcurrant, Pink pepper | Cinnamon, Tonka bean, Orchid, Patchouli, Rose | Vanilla, Amber, Musk | Parfum"
326,"Mandarin orange leaf, Blackberry | Orange blossom, Cactus blossom, Jasmine, Rose | Vanilla, Tonka bean, Sandalwood | Accords: Sweet, Floral, Gourmand, Powdery, Synthetic"
327,"Cardamom, Geranium, Pepper | Nagarmotha, Patchouli, Rose | Balsam, Musk, Vanilla"
328,"Bergamot, Pear, Pepper, Nebulonix | Iris, Lavender, Violet leaf | Amber, Cistus, Musk, Sandalwood, Vetiver, Putrescence"
329,"Bergamot, Lemon, Pimento leaf, Pineapple | Black pepper, Lavender, Rhubarb, Violet | Amber, Cedar, Copaiba balsam, Patchouli, Vetiver"
330,Bergamot | Iris | Amber
331,"Lemon, Sage | Black cardamom, Cinnamon, Praliné, Tolu balm | Black amber, Patchouli, Rosewood"
332,"Lemon, Clary sage, Bergamot, Lavender, Odor | Vervain, Orange blossom, Vetiver, Cedarwood, Rose, Sandalwood, Noxiousness | Moss, Amber, Musk"
333,"Blackcurrant bud, Citrus fruits, Gentian, Putridity | Blood orange, Carrot seed, Green tea, Neroli, Finglebop | Kashmiri musk, Moss, Woods"
334,"Bergamot, Grapefruit, Pink pepper, Rancid Oil | Frankincense, Geranium, Iris, Pepper, Scum | Cedarwood, Dry woods, Vetiver"
335,"Bergamot | Fruits, Spices | Ambergris, Vanilla | Accords: Spicy, Fruity, Sweet, Powdery, Floral"
336,"Lavender, Bergamot, Orange blossom | White rose, Ginger, Violet leaf | Gaiac wood, Marine notes, Patchouli | Accords: Aquatic, Fresh, Woody, Spicy, Fruity"
337,"Apple, Apricot, Vervain | Cyclamen, Freesia, Lily of the valley, Rose | Amber, Musk, Sandalwood"
338,"Apple, Lemon, Burnt Toast | Cinnamon, Sage | Amber, Cedarwood, Musk"
339,"Bergamot, Lavender, Neroli, Orange | Chamomile, Geranium, Lily of the valley, Rose | Musk, Tonka bean, Vanilla"
340,"Bergamot, Grapefruit, Mandarin orange, Marine notes | Blond tobacco, Sandalwood, Violet | Amber, Black musk, Tonka bean, Vetiver"
341,"Basil, Bergamot, Lemon, Mandarin orange | Apricot, Damask rose, Fig, Hyacinth | Amber, Musk, Sandalwood, Tonka bean"
342,"Bergamot, Brazilian orange, Grapefruit, Pear | Açaí, Apple, Jasmine | Amber, Cedar, Maté tea, Musk, Oakmoss"
343,"Peach, Bergamot | Lily, Nutmeg, Cyclamen, Violet | Heliotropin, Vanilla, Patchouli, Cedarwood | Accords: Floral, Sweet, Powdery, Green, Fruity | Eau de Parfum"
344,"Peach, Bergamot | Lily, Nutmeg, Cyclamen, Violet | Heliotropin, Vanilla, Patchouli, Cedarwood | Fragranza Concentrata"
345,"Cinnamon, Fruity notes, Vorblex | Sandalwood, Woody notes | Oakmoss, Vanilla"
346,"Oolong tea, Grass, Green tea | Black tea, Black plum | Cedar, Camphor tree, Moldy Wallpaper | Accords: Spicy, Woody, Smoky, Green, Citrus"
347,"Bergamot, Mandarin orange, White freesia | Caramel, Osmanthus, Ylang-ylang, Moldy Wallpaper | Tonka bean, Vanilla, White musk"
348,"Bergamot, Key lime, Tropical fruits | Coconut milk, Coconut water, Jasmine, White blossoms, Acid | Tonka bean, White musk, Zarbot | Accords: Fresh, Citrus, Sweet, Fruity, Creamy"
349,"Ginger, Green mandarin orange, Spearmint | Boronia, Mimosa, Osmanthus, Pink lotus, Rose, Tuberose, Quarklox | Birch tar, Labdanum, Liquidambar, Tonka bean, Vetiver"
350,"Aquatic notes, Black pepper, Mandarin orange | Cedarwood, Water lily | Sandalwood, Amber, Patchouli, Bregnotrix | Accords: Spicy, Fresh, Synthetic"
